№;Номер детали;Дубл.;Наименование;Цена закуп (руб, ю, тг);Цена закуп (тг);Ед. измерения;Цена;Остаток;Цена по которой продано;Продано;Купить;Заказ;Счет на оплату ;Итого:;артикул;минимальный остаток;максимальный остаток
1807;21213-1804040/52;;Рычаги раздатки в сборе 213;720;;кт;5500;1;;;;;;5500;;;
1808;;;С;;;;;0;;;;;;0;;;
1809;2101-2904004Б;;Сайлентблоки 01 Белмаг;;1225;кт;1500;5;;;;;;7500;;;
1810;2101-2904004БЗАК;;Сайлентблоки 01 БЗАК;;1110;кт;1400;6;;;;;;8400;;;
1811;2101-2904004К;;Сайлентблоки 01 КААЗ;135;;кт;1050;12;;;;;;12600;;;
1812;2101-2904004Д;;Сайлентблоки 01 ДААЗ;285;871;кт;1500;2;;;;;;3000;;;
1813;2121-2904004Б;;Сайлентблоки 2121 Белмаг;;1816;кт;2200;0;;;;;;0;;;
1814;2121-2904004БЗАК;;сайлентблоки 2121 БЗАК;;1850;кт;2300;3;;;;;;6900;;;
1815;2121-2904004К;;Сайлентблоки 213 КААЗ;250;;кт;1850;6;;;;;;11100;;;
1816;2121-2904004Д;;Сайлентблоки 213 ДААЗ;435;1628;кт;2500;4;;;;;;10000;;;
1817;21214-2904040;;Сайлентблок 214 нижний;;492;шт;600;4;;;;;;2400;;;
1818;2101СП;;Сайлентблоки 01 полиуретан;390;;кт;2800;1;;;;;;2800;;;
1819;2121СПД;;Сайлентблоки 213 полиуретан деш;500;;кт;3800;2;;;;;;7600;;;
1820;2121СП ;;Сайлентблоки 213 полиуретан дорогие;905;;кт;6700;1;;;;;;6700;116814;;
1821;2101-1701043MS;;Сальники КПП 01 Мастер;;158;кт;200;7;;;;;;1400;67188;;
1822;2110СКППкт;;Сальники КПП 010;100;;кт;750;3;;;;;;2250;;;
1823;2110СКППктд;;Сальники КПП 010 деш;35;;кт;300;2;;;;;;600;;;
1824;2101-1701043;;Сальники КПП 01 БРТ;30;;кт;300;8;;;;;;2400;;;
1825;2108-1703042-01;;Сальник кулисы 09;10;;шт;100;5;;;;;;500;;;
1826;2101-1005034без;;Сальник коленвала 01 без пружинки;80;;шт;600;5;;;;;;3000;67531;;
1827;2101-1005434без;;Сальник лобовой 01 без пружинки;45;;шт;350;5;;;;;;1750;114984;;
1828;2108-1005034без;;Сальник коленвала 09 без пружинки;86;;шт;600;2;;;;;;1200;1343;;
1829;2108-1005434без;;Сальник лобовой 09 без пружинки;41;;шт;300;3;;;;;;900;363;;
1830;2101-1005434д;;Сальник лобовой 01 деш красн;7;;шт;150;16;;;;;;2400;Т4479;;
1831;2108-1005434д;;Сальник лобовой 08 деш красн;7;;шт;150;18;;;;;;2700;118441;;
1832;2108-1005034;;Сальник лобовой 08 БРТ красн;;128;шт;200;10;;;;;;2000;476;;
1833;;;Сальник лобовой ГОСТ 01;180;;шт;250;0;;;;;;0;6873;;
1834;2110-1701043;;Сальник первичного вала 09;17;;шт;150;1;;;;;;150;9677;;
1835;2101-2401034;;Сальник полуоси 06;11;;шт;80;5;;;;;;400;336;;
1836;21213-2301035;;Сальник привода 213 левый;47;;шт;200;14;;;;;;2800;68354;;
1837;21213-2301034;;Сальник привода 213 правый;47;;шт;200;13;;;;;;2600;1977;;
1838;2123-2303120;;Сальник привода 213 универсальный;32;;шт;240;9;;;;;;2160;;;
1839;2110-2301035;;Сальник привода 010 левый;26;;шт;200;8;;;;;;1600;;;
1840;2110-2301034;;Сальник привода 010 правый;26;;шт;200;5;;;;;;1000;у2098;;
1841;2101-2402952;;Сальник редуктора 01;11;;шт;120;4;;;;;;480;1668;;
1842;2121-2302052;;Сальник редуктора 213;22;69;шт;150;9;;;;;;1350;121927;;
1843;2101-3103038;;Сальник ступицы 01;10;;шт;80;11;;;;;;880;6410;;
1844;2121-3103038;;Сальник ступицы 213;18;;шт;130;11;;;;;;1430;117189;;
1845;2101-1005160/1005034БРТ;;Сальники двигателя 01 БРТ;;627;кт;800;5;;;;;;4000;121483;;
1846;2101-1005160/1005034MS;;Сальники двигателя 01 Мастер;;310;кт;360;9;;;;;;3240;ц1462;;
1847;2101-1005160/1005034;;Сальники двигателя 01 РЕЗЕРВ;105;;кт;800;5;;;;;;4000;;;
1848;2108-1005160/1005034MS;;Сальники двигателя 09 Мастер;;350;кт;450;11;;;;;;4950;;;
1849;2108-1005160/1005034;;Сальники двигателя 09 РЕЗЕРВ;115;;кт;850;7;;;;;;5950;;;
1850;2108-2303012;;Сатилиты деффиренциала 08 сб;580;;кт;4000;0;;;;;;0;;;
1851;;;Свечи Мастер 01;;386;кт;500;0;;;;;;0;;;
1852;;;Свечи Hola 01;;398;кт;550;0;;;;;;0;117143;;
1853;;;Свечи Hola 08-010;;462;кт;600;4;;;;;;2400;5917;;
1854;;;Свечи БРИСК 01;;470;кт;600;0;;;;;;0;;;
1855;2101-3707010-10-3;;Свечи ДВ;95;;кт;750;3;;;;;;2250;121928;;
1856;;;Свечи ДВ-10;95;;кт;750;6;;;;;;4500;;;
1857;2108-3707010-13-3;;Свечи ДВР;96;;кт;750;3;;;;;;2250;117144;;
1858;2110-3707610-11-3;;Свечи ДВРМ;105;;кт;800;12;;;;;;9600;117453;;
1859;2112-3707010-00;;Свечи ДВРМ 16 кл;120;;кт;900;21;;;;;;18900;117452;;
1860;;;Свечи Мастер 16 кл;;460;кт;600;0;;;;;;0;600551;;
1861;1118-2906050;;Серьги Калина;115;;кт;900;2;;;;;;1800;114866;;
1862;2110-2906050;;Серьги 010;114;;кт;850;2;;;;;;1700;;;
1863;2108-2906050;;Серьги 08;114;;кт;850;5;;;;;;4250;5220;;
1864;2190-2906050;;Серьги 2190;120;1106;кт;1600;2;;;;;;3200;2022;;
1865;21214сетка;;Сетка бензонасоса 214;80;;шт;200;1;;;;;;200;114867;;
1866;2112сетка;;Сетка бензонасоса 1.6;80;;шт;200;1;;;;;;200;1566;;
1867;2110сетка;;Сетка бензонасоса 010;80;;шт;200;2;;;;;;400;66744;;
1868;2101-1701164К;*;Синхрон 06 ;;;шт;200;7;;;;;;1400;1722;;
1869;2108-1701164К;*;Синхрон 08 ;;190;шт;300;0;;;;;;0;1725;;
1870;2110-1701164;;Синхрон 09 н/об ВАЗ;125;;шт;950;0;;;;;;0;;;
1871;2108-1701164В;;Синхрон 09 ст/об ВАЗ;120;;шт;900;4;;;;;;3600;;;
1872;2108-1701164С;;Синхрон 09 ст/об Самара;;527;шт;650;0;;;;;;0;;;
1873;2101-1701164В;;Синхрон 01 ВАЗ;125;717;шт;900;9;;;;;;8100;;;
1874;2101-1701164С;;Синхрон 01 Самара ;;351;шт;500;0;;;;;;0;;;
1875;2181-1701302-00;;Синхрон немецкий;470;1950;шт;3000;2;;;;;;6000;;;
1876;2101-3003054;;Скрутки на рулевые тяги деш;30;;шт;225;8;;;;;;1800;;;
1877;2101-1601215;;Солдатик КПП 01;15;;шт;150;12;;;;;;1800;;;
1878;2101-1007075;;Солдатики головки 07;200;;кт;1400;0;;;;;;0;;;
1879;2121-1602552;;Соски (штуцер цилиндра) 2121;30;;шт;230;2;;;;;;460;у1795;;
1880;21213-1602552;;Соски (штуцер цилиндра) 213;35;;шт;260;5;;;;;;1300;у1796;;
1881;2121-2906010;;Стабилизатор 2121 ;;2106;шт;2600;0;;;;;;0;;;
1882;2121Стюнд;;Стабилизатор 213 тюнинг деш;800;;шт;6000;1;;;;;;6000;120468;;
1883;2121Стюн ;;Стабилизатор 213 тюнинг техномастер;2500;;шт;19000;0;;;;;;0;120469;;
1884;2123-2906010;;Стабилизатор Шеви;380;;шт;3500;0;;;;;;0;;;
1885;2108-1007055;;Стаканчики клапанов 08;450;;кт;3300;2;;;;;;6600;;;
1886;2101-3708010;;Стартер 01 Россия;11142;11100;шт;13700;0;;;;;;0;386;;
1887;2110-3708010;;Стартер 010 ;1850;11000;шт;13500;0;;;;;;0;1941;;
1888;;;Стартер 010 ВАЗ ПРАМО;;8997;шт;11000;0;;;;;;0;;;
1889;2110-3708010СВ;;Стартер 010 СтартВольт;;8905;шт;10800;1;;;;;;10800;Т5037;;
1890;2115-3708010;;Стартер 015;1750;11200;шт;13500;0;;;;;;0;;;
1891;2115-3708010К;*;Стартер 015 ;;6500;шт;9000;2;;;;;;18000;116946;;
1892;;;Стартер 015 н/об;2180;;шт;16000;0;;;;;;0;;;
1893;2108-3708010К;*;Стартер 08 большой ;235;;шт;9500;2;;;;;;19000;у4181;;
1894;2108-3708010;;Стартер 08 Россия ;1680;11400;шт;13700;0;;;;;;0;1418;;
1895;2110-3708010К;*;Стартер 2110 ;190;;шт;9000;1;;;;;;9000;1989;;
1896;2115-3708010В;;Стартер 2113 ВАЗ ПРАМО;;9385;шт;11300;0;;;;;;0;67599;;
1897;21214-3708010;;Стартер 214;2200;;шт;16500;0;;;;;;0;115347;;
1898;21214-3708010К;*;Стартер 214 ;190;6828;шт;9000;1;;;;;;9000;115354;;
1899;2112-3708010;;Стартер 2170;2200;;шт;16500;0;;;;;;0;;;
1900;2112-3708010К;;Стартер 2170 деш;1700;;шт;13000;0;;;;;;0;;;
1901;2112-3708010В;;Стартер 2170 ВАЗ (2112);;10373;шт;12500;0;;;;;;0;7062;;
1902;21902-3708010;;Стартер 2190 АКПП Valeo;;11876;шт;15000;0;;;;;;0;7061;;
1903;21901-3708010;;Стартер 2190 МКПП Valeo;3800;14750;шт;20000;0;;;;;;0;6937;;
1904;82002667776;;Стартер Ларгус 16кл Valeo;;15215;шт;18500;0;;;;;;0;6922;;
1905;2101-6104020;;Стеклоподъёмник 01;67;;шт;500;10;;;;;;5000;;;
1906;2101-6204020;;Стеклоподъемник 01 задн;60;;шт;450;0;;;;;;0;66711;;
1907;2110-6104011;;Стеклоподъёмник 010 лев мех;200;;шт;1500;1;;;;;;1500;66712;;
1908;2110-6104010;;Стеклоподъемник 010 пр мех;;;шт;1500;2;;;;;;3000;70360;;
1909;2105-6104020;;Стеклоподъёмник 05;67;;шт;500;7;;;;;;3500;70359;;
1910;2108-6104011;;Стеклоподъемник 08 лев мех;200;;шт;1500;0;;;;;;0;66709;;
1911;2108-6104010;;Стеклоподъемник 08 пр мех;200;;шт;1500;0;;;;;;0;66710;;
1912;2109-6104011;;Стеклоподъёмник 09 лев мех;200;;шт;1500;2;;;;;;3000;Т7324;;
1913;2109-6104010;;Стеклоподъемник 09 пр мех;;;шт;1500;1;;;;;;1500;Т7325;;
1914;21213-6104020;;Стеклоподъемник 213;67;;шт;500;0;;;;;;0;775;;
1915;1118-6104009-24;;Стеклоподъемник Калина в сборе пер левый;870;;шт;6500;0;;;;;;0;;;
1916;1118-6104008-24;;Стеклоподъемник Калина в сборе пер правый;870;;шт;6500;0;;;;;;0;112939;;
1917;2170-6104011;;Стеклоподъемник Приора в сборе пер левый;1400;;шт;5200;1;;;;;;5200;70468;;
1918;2170-6104010;;Стеклоподъемник Приора в сборе пер правый;;;шт;5200;1;;;;;;5200;С8352;;
1919;21704-6104011;;Стеклоподъемник Приора в сборе пер левый 2013 н/об;1300;;шт;9000;0;;;;;;0;70469;;
1920;21704-6104010;;Стеклоподъемник Приора в сборе пер правый 2013 н/об;1350;;шт;9000;0;;;;;;0;т7561;;
1921;2110-6104011эл;;Стеклоподъемник с мотором в сборе 010 левый;700;;шт;5200;1;;;;;;5200;;;
1922;2110-6104010эл;;Стеклоподъемник с мотором в сборе 010 правый;;;шт;5200;1;;;;;;5200;121040;;
1923;2114-6104011;;Стеклоподъемник с мотором в сборе 015 левый;650;;шт;4900;1;;;;;;4900;;;
1924;2114-6104010;;Стеклоподъемник с мотором в сборе 015 правый;;;шт;4900;2;;;;;;9800;68175;;
1925;2114-6204011/10;;Стеклоподъемник с мотором в сборе 015 задн;2400;;кт;18000;0;;;;;;0;68176;;
1926;2123-6104009;;Стеклоподъемник Шеви разборный в сборе левый;800;;шт;6000;1;;;;;;6000;68178;;
1927;2123-6104008;;Стеклоподъемник Шеви разборный в сборе правый;;;шт;6000;1;;;;;;6000;114694;;
1928;2107КППст н/об;;Стопора на КПП 07 н/об;75;;кт;600;0;;;;;;0;;;
1929;2101КППст;;Стопора на КПП 07 ст/об;70;;кт;600;0;;;;;;0;68091;;
1930;2105-2202043;;Стопор на крестовину 01;3;;шт;30;16;;;;;;480;;;
1931;2121-2202048;;Стопор на крестовину 21213;4;;шт;30;8;;;;;;240;;;
1932;2101-1701035/37/34;;Стопора первичного вала 07;35;;кт;260;0;;;;;;0;68092;;
1933;1118-3103012;;Ступица Калина-Приора пер;370;1130;шт;2500;2;;;;;;5000;115559;;
1934;2101-3103015ВАП;;Ступица 01 Волга Автопром;;;шт;1700;0;;;;;;0;69394;;
1935;2101-3103015;;Ступица 01 ВАЗ;220;;шт;1700;4;;;;;;6800;;;
1936;2108-3103015ВАП;;Ступица 08 Волга Автопром;;;шт;1700;0;;;;;;0;;;
1937;2108-3103015;;Ступица 08 ВАЗ;220;;шт;1700;3;;;;;;5100;;;
1938;2108-3104014;;Ступица 08 задняя Волга Автопром;;;шт;1700;0;;;;;;0;116804;;
1939;2121-3103014;;Ступица 213;360;;шт;2700;4;;;;;;10800;118896;;
1940;2107-1701174-00;;Ступица муфты 07 5ой ск ст/об;160;;шт;1200;0;;;;;;0;120243;;
1941;2101-1701119;;Ступица муфты 01 1-2ой ;40;;шт;400;0;;;;;;0;С9404;;
1942;2107-1701174-10;;Ступица муфты 07 5ой ск н/об;180;;шт;1350;0;;;;;;0;9321;;
1943;2123-3103014К;*;Ступица Шеви ;40;1580;шт;1900;0;;;;;;0;Т1314;;
1944;2123-3103014;;Ступица Шеви Лидер;380;;шт;2900;5;;;;;;14500;600337;;
1945;2101-3501011;;Суппорт 07 в сборе левый;1150;;шт;4300;1;;;;;;4300;1175;;
1946;2101-3501010;;Суппорт 07 в сборе правый;1150;;шт;4300;1;;;;;;4300;7833;;
1947;2121-3501011;;Суппорт 213 левый в сборе;3400;;шт;12000;1;;;;;;12000;2032;;
1948;2121-3501010;;Суппорт 213 правый в сборе;3400;;шт;12000;1;;;;;;12000;;;
1949;;;Суппорт 213 с нижней челюстью;;;шт;8000;0;;;;;;0;4140;;
1950;2108-3501011;;Суппорт в сборе 09 левый;2100;;шт;7500;0;;;;;;0;8216;;
1951;2108-3501010;;Суппорт в сборе 09 правый;2100;;шт;7500;0;;;;;;0;;;
1952;;;Суппорт в сборе 2110 8-кл левый;2150;;шт;7700;1;;;;;;7700;883;;
1953;;;Суппорт в сборе 2110 8-кл правый;2150;;шт;7700;0;;;;;;0;66162;;
1954;;;Суппорт в сборе 2112 16-кл левый;2220;;шт;7800;0;;;;;;0;;;
1955;;;Суппорт в сборе 2112 16-кл правый;2220;;шт;7800;0;;;;;;0;4770;;
1956;;;Суппорт в сборе 2123 левый;;7810;шт;9500;0;;;;;;0;;;
1957;;;Суппорт в сборе 2123 правый;;7810;шт;9500;0;;;;;;0;;;
1958;2101-1007028;;Сухарики клапанов 01;;188;кт;400;7;;;;;;2800;;;
1959;2108-1007028;;Сухарики клапанов 08;;188;кт;400;0;;;;;;0;;;
1960;2106-1601000-86;;Сцепление в сборе 03 Начало ;;5826;кт;7000;0;;;;;;0;115159;;
1961;2106-1601000-86Б;;Сцепление в сборе 03 Белмаг  ;;6482;кт;7800;1;;;;;;7800;;;
1962;2108-1601000-86Б;;Сцепление в сборе 08 Белмаг ;;6664;кт;8000;2;;;;;;16000;ф2414;;
1963;2110-1601000-86Б;;Сцепление в сборе 010 Белмаг;;7024;кт;8500;2;;;;;;17000;;;
1964;2170-1601000;;Сцепление в сборе Приора ЛЮК;2100;11873;кт;15000;1;;;;;;15000;;;
1965;сцепление валео;;Сцепление в сборе Приора ВАЛЕО;2150;;кт;16000;0;;;;;;0;114470;;
1966;2123-1601000;;Сцепление Шеви TRIALLI;;8270;кт;10000;1;;;;;;10000;;;
1967;;;Т;;;;;0;;;;;;0;570;;
1968;2103-3808800;;Термодатчик 07 Лузар;350;391;шт;470;3;;;;;;1410;865;;
1969;2108-3808800;;Термодатчик 08 Лузар;350;391;шт;470;7;;;;;;3290;114343;;
1970;2112-3851010;;Термодатчик 2110 Лузар;350;394;шт;500;4;;;;;;2000;1477;;
1971;2141-3808800;;Термодатчик 2141 Лузар;350;391;шт;470;2;;;;;;940;116984;;
1972;;;Термодатчик Мастер;;250;шт;400;21;;;;;;8400;;;
1973;2101-1306010;;Термостат 01 Лузар;777;853;шт;1100;12;;;;;;13200;2066;;
1974;2121-1306010;*;Термостат 2121;17;;шт;800;2;;;;;;1600;;;
1975;2108-1306010К;*;Термостат 08;20;;шт;800;6;;;;;;4800;7459;;
1976;2108-1306011;;Термостат 08 Лузар;750;;шт;1000;3;;;;;;3000;;;
1977;2110-1306010Б;;Термостат 010 карб Белмаг;;722;шт;1000;2;;;;;;2000;;;
1978;2110-1306010Л;;Термостат 010 карб Лузар;;722;шт;1000;1;;;;;;1000;;;
1979;21082-1306010СБ ст/об;;Термостат 2110 Мастер в сборе;;1300;шт;2300;0;;;;;;0;;;
1980;;;Термостат 2110 н/об;275;;шт;2500;0;;;;;;0;;;
1981;;;Термостат 2110 ст/об;350;;шт;2800;0;;;;;;0;1610;;
1982;2190-1306010;;Термостат Гранта ВАЗ;400;1765;шт;3000;0;;;;;;0;708;;
1983;2190-13006010Л;;Термостат Гранта Лузар;;1738;шт;2500;1;;;;;;2500;;;
1984;2170-1306009-01;;Термостат Приора в сборе;310;;шт;2000;2;;;;;;4000;;;
1985;1118-1306010;;Термостат Калина;280;;шт;2200;1;;;;;;2200;1277;;
1986;2123-1306010;;Термостат Шеви Польша;230;;шт;2000;1;;;;;;2000;114874;;
1987;2123-1306010Л;;Термостат Шеви Лузар;;1100;шт;1800;3;;;;;;5400;67200;;
1988;8200772985;;Термостат Ларгус 8-16кл Лузар;;533;шт;900;1;;;;;;900;;;
1989;2107-1001100;;Траверса 01 5 ст;90;;шт;700;1;;;;;;700;;;
1990;2121-1001100;;Траверса 2121 4х ст;210;;шт;1600;1;;;;;;1600;114875;;
1991;21213-1001100;;Траверса 213 5 ст;210;;шт;1600;1;;;;;;1600;;;
1992;2110-5205015-01;;Трапеция дворников 010 в сб;1700;;шт;12800;0;;;;;;0;;;
1993;2110-5205015;;Трапеция дворников 010 гол;810;;шт;5600;0;;;;;;0;;;
1994;2115-5205015-01;;Трапеция дворников 015 в сб;1500;;шт;11000;0;;;;;;0;1154;;
1995;2103-5205510;*;Трапеция дворников 06 гол ;22;863;шт;1100;1;;;;;;1100;1714;;
1996;2103-5205510-01;;Трапеция дворников 06 в сб;1150;;шт;8600;0;;;;;;0;2076;;
1997;2108-5205515-01;;Трапеция дворников 08 в сб;1110;;шт;7800;0;;;;;;0;1336;;
1998;2121-5205500;;Трапеция дворников 213 гол Мастер;;1500;шт;2000;2;;;;;;4000;67205;;
1999;;;Трапеция дворников 213 гол;300;;шт;2500;1;;;;;;2500;4407;;
2000;2190-5205015-01;;Трапеция дворников 2190 в сб;1550;;шт;11600;0;;;;;;0;4571;;
2001;1118-5205015-01;;Трапеция дворников Калина в сб;2000;;шт;15000;0;;;;;;0;67206;;
2002;1118-5205015;;Трапеция дворников Калина гол Мастер;;2190;шт;2700;0;;;;;;0;120930;;
2003;2170-5205015-01;;Трапеция дворников Приора;1700;;шт;12500;0;;;;;;0;69146;;
2004;2170-5205015;;Трапеция дворников Приора гол;700;2182;шт;5000;0;;;;;;0;Т3244;;
2005;2123-5205015-01;;Трапеция дворников Шеви в сб;1700;;шт;12800;0;;;;;;0;600378;;
2006;2123-5205015;;Трапеция дворников Шеви гол;500;;шт;3600;0;;;;;;0;;;
2007;2123-5205015MS;;Трапеция дворников Шеви гол Мастер;;2280;шт;2800;0;;;;;;0;8657;;
2008;2121-2303086;;Треугольник привода 213;115;;шт;450;3;;;;;;1350;;;
2009;2101-3706010К;*;Трамблер 01 ;;1900;шт;2300;0;;;;;;0;;;
2010;;;Трамблер 01 Мастер;;2300;шт;2800;0;;;;;;0;1305;;
2011;2101-3706010;;Трамблер 01 Москва;545;2977;шт;3600;2;;;;;;7200;67394;;
2012;2103-3706010;;Трамблер 03 Москва;575;1954;шт;3000;1;;;;;;3000;;;
2013;2103-3706010К;*;Трамблер 03 ;52;1900;шт;2300;2;;;;;;4600;;;
2014;2108-3706010;;Трамблер 08 Москва;750;3974;шт;4800;1;;;;;;4800;;;
2015;2108-3706010К;*;Трамблер 08 ;;3750;шт;3300;0;;;;;;0;;;
2016;21213-3706010К;*;Трамблер 213 ;80;;шт;3300;1;;;;;;3300;258;;
2017;21213-3706010;;Трамблер 213 Москва;750;2615;шт;4000;2;;;;;;8000;Т2905;;
2018;БСЗВ.625;;Трамблер 213 Старый Оскол в кт;;7498;шт;7500;2;;;;;;15000;;;
2019;21213-6305170;;Трос багажника 213;37;;шт;270;7;;;;;;1890;;;
2020;2131-6305170;;Трос багажника 31;50;;шт;400;0;;;;;;0;4161;;
2021;2108-1109054;;Трос газа 08;55;;шт;500;0;;;;;;0;116313;;
2022;2110-1109054;;Трос газа 2110;80;;шт;600;4;;;;;;2400;;;
2023;2112-1109054;;Трос газа 2112;60;;шт;800;4;;;;;;3200;;;
2024;2123-1109054;;Трос газа Шеви ;135;;шт;1200;2;;;;;;2400;5039;;
2025;2108-8406152;;Трос капота 09;17;;шт;250;10;;;;;;2500;6741;;
2026;2101-8406152;;Трос капота 213;25;;шт;200;7;;;;;;1400;;;
2027;21901-1703113;;Троса КПП 2190;1950;;кт;14500;0;;;;;;0;;;
2028;2103-1108100;;Трос подсоса 06;;;шт;200;0;;;;;;0;;;
2029;2108-1108100;;Трос подсоса 09;35;;шт;300;3;;;;;;900;;;
2030;2101-3508180;;Трос ручника 01;100;;шт;750;8;;;;;;6000;;;
2031;2101-3508180Б;;Трос ручника 01 Белмаг;;735;шт;900;1;;;;;;900;;;
2032;2110-3508180;;Трос ручника 010;;;кт;1000;2;;;;;;2000;69347;;
2033;2108-3508180;;Трос ручника 09;130;;кт;1000;0;;;;;;0;664;;
2034;21213-3508180;;Трос ручника 213;105;;шт;800;5;;;;;;4000;1551;;
2035;2131-3508180;;Трос ручника 31;180;;кт;1400;1;;;;;;1400;;;
2036;1118-3508180;;Трос ручника Калина;190;;кт;1500;0;;;;;;0;;;
2037;2123-3508180;;Трос ручника Шеви;140;;шт;1100;1;;;;;;1100;5001;;
2038;2107-3802610;;Трос спидометра 01;72;;шт;550;4;;;;;;2200;6683;;
2039;21083-3819010;;Трос спидометра 09 высокая панель;70;;шт;500;6;;;;;;3000;67354;;
2040;21213-3819010;;Трос спидометра 213;80;;шт;600;11;;;;;;6600;1296;;
2041;2109-1602210ст/об;;Трос сцепления 2108 ст/об;;598;шт;800;0;;;;;;0;4853;;
2042;2109-1602210Б;;Трос сцепления 2108 Белмаг;;806;шт;1000;0;;;;;;0;;;
2043;2109-1602210;;Трос сцепления 2108 ;;598;шт;800;4;;;;;;3200;;;
2044;2110-1602210;;Трос сцепления 2110;95;;шт;750;9;;;;;;6750;5484;;
2045;2110-1602210Б;;Трос сцепления 2110 Белмаг;;820;шт;1000;5;;;;;;5000;4037;;
2046;21901-1602210;;Трос сцепления Гранта;290;;шт;2200;1;;;;;;2200;4956;;
2047;1118-1602332;;Трос сцепления Калина;330;;шт;2500;1;;;;;;2500;6467;;
2048;2170-1602210;;Трос сцепления Приора;350;;шт;2700;1;;;;;;2700;;;
2049;6001546867;;Трос сцепления Ларгус 8кл Asam;;1642;шт;2000;1;;;;;;2000;;;
2050;21214-1006201;;Трубка гидронатяжителя цепи 214;75;;шт;700;0;;;;;;0;;;
2051;2190-1303055-10;;Трубка помпы 2190;;1326;шт;1600;1;;;;;;1600;;;
2052;2110-1303055;;Трубка помпы 010;130;;шт;1000;1;;;;;;1000;Т5062;;
2053;2103-1303018;;Трубка помпы 06;35;;шт;300;2;;;;;;600;Т5063;;
2054;2103-1303018В;;Трубка помпы 06 завод;147;;шт;1100;1;;;;;;1100;117276;;
2055;2108-1303055;;Трубка помпы 08;130;;шт;1000;1;;;;;;1000;600252;;
2056;2112-1303055;;Трубка помпы 2112;140;;шт;1000;1;;;;;;1000;у1408;;
2057;2101-3501085;;Трубка суппорта 07;;170;шт;200;6;;;;;;1200;у1409;;
2058;;;Тяга газа 01;45;;шт;380;0;;;;;;0;;;
2059;;;Тяга газа 01 завод;100;;шт;700;0;;;;;;0;;;
2060;;;Тяга газа 213;;250;шт;350;0;;;;;;0;600022;;
2061;2101-1108035;;Тяга газа к карбюратору ;24;;кт;200;2;;;;;;400;600134;;
2062;2101-2919110Б;;Тяги реактивные 01 Белмаг;;3165;кт;4000;2;;;;;;8000;;;
2063;2101-2910000-86Р;;Тяги реактивные 01 реставрация  ;460;;кт;3450;2;;;;;;6900;у1695;;
2064;2101-2910000-86В;;Тяги реактивные 07 ВАЗ;540;;кт;4200;2;;;;;;8400;у1696;;
2065;2101-2910000-86Вуп;;Тяги реактивные 07 ВАЗ в упаковке;;4234;кт;5100;3;;;;;;15300;;;
2066;21213-2910000-86;;Тяги реактивные 213 ВАЗ в упаковке;;4121;кт;5000;1;;;;;;5000;600351;;
2067;21213ТРпол;;Тяги реактивные 213 полиуретан;1650;;кт;12400;1;;;;;;12400;;;
2068;;;У;;;;;0;;;;;;0;;;
2069;21213-6307024;;Уплотнитель багажника 213;135;;шт;1100;6;;;;;;6600;;;
2070;2101-5604040;;Уплотнитель багажника 06;83;515;шт;700;8;;;;;;5600;;;
2071;2107-6107018;;Уплотнитель дверей 06;370;533;кт;2600;10;;;;;;26000;;;
2072;2108-6107018;;Уплотнитель дверей 08;250;1268;кт;1600;9;;;;;;14400;;;
2073;2109-6107018;;Уплотнитель дверей 09;425;626;кт;3000;10;;;;;;30000;;;
2074;2190-6107021;;Уплотнитель дверей Гранта;750;;кт;5700;1;;;;;;5700;118662;;
2075;2170-6107018;;Уплотнитель дверей Приора;950;;кт;7000;1;;;;;;7000;;;
2076;21099-5603018-01;;Уплотнитель лобового стекла 099 задн;560;;шт;4200;0;;;;;;0;;;
2077;2103-8402200;;Уплотнитель капота 2103;;401;шт;500;0;;;;;;0;600339;;
2078;2101-5206050;;Уплотнитель лобового стекла 06;355;1889;шт;2300;2;;;;;;4600;;;
2079;2108-5206054;;Уплотнитель лобового стекла 09;;;шт;1500;0;;;;;;0;;;
2080;;;Уплотнитель лобового стекла Шеви;450;;шт;3400;0;;;;;;0;;;
2081;;;Уплотнитель лобового стекла 2110;125;;шт;1200;0;;;;;;0;;;
2082;2121-5206054;;Уплотнитель лобового стекла 213;500;1792;шт;2500;2;;;;;;5000;у6316;;
2083;21082-1101138;;Уплотнительное кольцо бензобака 2110;15;;шт;300;2;;;;;;600;Т2359;;
2084;21214-1101138;;Уплотнительное кольцо бензобака 214;12;;шт;300;3;;;;;;900;68375;;
2085;2108-8231010;;Упор багажника 08;130;964;шт;1200;4;;;;;;4800;6032;;
2086;2111-8231010;;Упор багажника 111;410;1531;шт;1850;2;;;;;;3700;6026;;
2087;21213-8231010;;Упор багажника 213;152;957;шт;1200;0;;;;;;0;6029;;
2088;2108-8231010К;*;Упор багажника 08/213;;515;шт;700;5;;;;;;3500;;;
2089;2101-1701035;;Упорное кольцо первичного вала 01;22;;шт;160;0;;;;;;0;С9509;;
2090;2103-1006100;;Успокоитель 06;32;;шт;250;10;;;;;;2500;6031;;
2091;21213-1006100;;Успокоитель 213;20;56;шт;200;16;;;;;;3200;368;;
2092;21214-1006100;;Успокоитель Шеви;53;296;шт;550;4;;;;;;2200;;;
2093;2121-1804021/1802236;;Ушки раздатки 213;115;;кт;1200;2;;;;;;2400;у6634;;
2094;;;Ф;;;;;0;;;;;;0;;;
2095;1118-3711011;;Фара Калина левая;5500;;шт;20500;1;;;;;;20500;380;;
