№;Номер детали;Дубл.;Наименование;Цена закуп (руб, ю, тг);Цена закуп (тг);Ед. измерения;Цена;Остаток;Цена по которой продано;Продано;Купить;Заказ;Счет на оплату ;Итого:;артикул;минимальный остаток;максимальный остаток
;;;;;;;;;;;;;Итого:;20248320;;;
;;;Б;;;;;;;;;;;;;;
1;багажник;;Багажник ВАЗ-1118-2190 (реечный);;2906;кт;5000;5;;;;;25000;6000;ф3791      ;;
2;багажник-213;;Багажник ВАЗ 21213, ГАЗ (реечный);;2118;шт;4000;11;;;;;44000;4800;С8631      ;;
3;1,00E+14;;Багажник ВАЗ 2171 универсал (аллюминевая дуга);;5687;кт;7500;3;;;;;22500;9000;117244;;
4;1,00E+14;;Багажник ВАЗ Ларгус (алюминиевая дуга 20х30);;16877;кт;15000;1;;;;;15000;18000;117240;;
5;99999901227182-00;;Багажник ВАЗ Ларгус (алюминиевая дуга 20х30) под реллинги;;17001;кт;15000;2;;;;;30000;18000;117241;;
6;1118-280414200;;Балка бампера 1118 задн пластик (усилитель);;1857;шт;3000;1;;;;;3000;3600;112752;;
7;1118-2803132-70;;Балка бампера 1118 пер пластик (усилитель);;3295;шт;4500;1;;;;;4500;5400;112753;;
8;2108-2803132-20;;Балка бампера 2108 (железная);;760;шт;1000;4;;;;;4000;1200;112754;;
9;2113-2804142;;Балка бампера 2114 задн.;;2441;шт;3500;7;;;;;24500;4200;8994;;
10;2113-2803131;;Балка бампера 2114 пер.;;1383;шт;3000;21;;;;;63000;3600;8995;;
11;2113-2803132-20;;Балка бампера 2115 пер жел;;778;шт;1400;2;;;;;2800;1680;8996;;
12;2115-2804142-00;;Балка бампера 2115 задн жел;;1038;шт;1400;2;;;;;2800;1680;8997;;
13;2170-2804142-00;;Балка бампера 2170 задн;;2933;шт;4000;2;;;;;8000;4800;70767;;
14;21704-2804142;;Балка бампера 21704 задн 2014;;2071;шт;3000;2;;;;;6000;3600;70768;;
15;2170-2803132;;Балка бампера 2170 пер;;1977;шт;3000;3;;;;;9000;3600;70769;;
16;21704-2803132-00;;Балка бампера 21704 пер;;1728;шт;3000;4;;;;;12000;3600;70770;;
17;2171-2804142-00;;Балка бампера 2171 задн;;5332;шт;7000;1;;;;;7000;8400;115725;;
18;2172-2804142-00;;Балка бампера 2172 задн;;2779;шт;4000;2;;;;;8000;4800;115726;;
19;21724-2804142;;Балка бампера 21724 задн 2014;;2288;шт;4000;2;;;;;8000;4800;115727;;
20;2190-2803131-00;;Балка бампера 2190 пер жел;;1205;шт;2200;11;;;;;24200;2640;115728;;
21;6001551322;;Балка бампера Ларгус-Api пер;;7137;шт;13000;1;;;;;13000;15600;115729;;
22;1118-2904400-87;;Балка передняя 1118 АвтоВаз СПОРТ;;5797;шт;8000;0;;;;;0;9600;117387;;
23;2108-2904400-87;;Балка передняя 2108 АвтоВаз СПОРТ;;6033;шт;8500;1;;;;;8500;10200;117388;;
24;2110-2904400-87;;Балка передняя 2110 АвтоВаз СПОРТ;;10835;шт;7500;1;;;;;7500;9000;117389;;
25;2105-2804015;;Бампер 05 в сборе зад;590;3455;шт;4500;8;;;;;36000;5400;;;
26;2105-2803015-01;;Бампер 05 в сборе перед;590;3282;шт;4500;7;;;;;31500;5400;6614;;
27;2106-2804012-10;;Бампер 06 зад голый;440;2577;шт;3000;1;;;;;3000;3600;;;
28;2106-2803012-10;;Бампер 06 перед голый;440;2394;шт;3000;3;;;;;9000;3600;;;
29;2110-2804015-01;;Бампер 2110 зад ЗАВОД;;9500;шт;10500;0;;;;;0;12600;;;
30;2110-2804015-42;;Бампер 2110 зад;780;4642;шт;6000;2;;;;;12000;7200;1788;;
31;2110-2803015-01;;Бампер 2110 перед Завод;8500;9500;шт;9000;1;;;;;9000;10800;;;
32;2110-2803015-42;;Бампер 2110 перед;820;4115;шт;7500;0;;;;;0;9000;1787;;
33;2113-2804015-02;;Бампер 2114 зад;770;7886;шт;10000;3;;;;;30000;12000;66641;;
34;2115-2804015-32;;Бампер 2115 зад;;8395;шт;10000;2;;;;;20000;12000;67689;;
35;2121-2803132;;Бампер 213 в сборе перед;1450;5122;шт;6500;10;;;;;65000;7800;;;
36;2107-2804015-10;;Бампер задний 2107                                                                                  ;310;1815;шт;2300;20;;;;;46000;2760;4294;;
37;1117-2804015-01;;Бампер задний 1117;;9877;шт;12500;1;;;;;12500;15000;115526;;
38;1118-2804015;;Бампер задний 1118;;7300;шт;9500;1;;;;;9500;11400;66650;;
39;1119-2804015;;Бампер задний 1119 ;;6673;шт;9500;1;;;;;9500;11400;70324;;
