№;Номер детали;Дубл.;Наименование;Цена закуп (руб, ю, тг);Цена закуп (тг);Ед. измерения;Цена;Остаток;Цена по которой продано;Продано;Купить;Заказ;Счет на оплату ;Итого:;артикул;минимальный остаток;максимальный остаток
;;;;;;;;;;;;;Итого:;20248320;;;
;;;Б;;;;;;;;;;;;;;
981;2110-5301265-87;;Растяжка нижних рычагов 2108-2110 АвтоВаз СПОРТ;;1666;шт;3500;7;;;;;24500;4200;117395;;
982;растяжка-к;;Растяжка опоры стойки 2108-2112 карбюратор;;1864;шт;2700;2;;;;;5400;3240;;;
983;11180-8403770-87;;Растяжка опоры стойки 1118-2190 АвтоВаз;;3089;шт;4000;6;;;;;24000;4800;117386;;
984;2110-8403770-87;;Растяжка опоры стойки 2110 АвтоВаз инжектор 16 кл;;2881;шт;4200;7;;;;;29400;5040;118147;;
985;2108-8403770-87;;Растяжка опоры стойки 2108-2110 8 кл инжектор АвтоВАЗ;;1990;шт;4000;5;;;;;20000;4800;117596;;
986;11180-8403770-торс;;Растяжка опоры стойки 2190 с торсионом для капота;1700;10800;шт;13000;5;;;;;65000;15600;;;
987;2108-5601260-87;;Растяжка усилитель задней балки 2108;;10999;шт;14000;1;;;;;14000;16800;;;
988;2110-5601260-87;;Растяжка усилитель задней балки 2110-2170;;10251;шт;14500;1;;;;;14500;17400;;;
989;2105-2803052;;Резинка бампера 2105 пер;;800;шт;1000;1;;;;;1000;1200;;;
990;2121-ремень Безоп;;Ремень безопасности 21213 перед;;7442;кт;9500;1;;;;;9500;11400;у8953      ;;
991;Ремкомплект75Р;;Ремкомплект БРТ уплотнитель порогов 2101-07;;1526;кт;2000;2;;;;;4000;2400;67381;;
992;Ремкомплект74Р;;Ремкомплект БРТ уплотнитель порогов 2108, 2121;;751;кт;1000;0;;;;;0;1200;67380;;
993;Ремкомплект77Р;;Ремкомплект БРТ уплотнитель порогов 2109, -099, 2115, 2114;;978;кт;1300;3;;;;;3900;1560;67382;;
994;2108-р_к_р_д;;Ремкомплект ручек двери 2109 с тягами;;201;кт;300;2;;;;;600;360;119928;;
995;2110-8212653-41;;Реснички 2110                                                                                       ;;311;кт;500;2;;;;;1000;600;;;
996;2114-8401113-02;;Реснички 2115 левая;;140;шт;400;19;;;;;7600;480;;;
997;2114-8401112-02;;Реснички 2115 правая                                                                                ;;140;шт;400;18;;;;;7200;480;;;
998;2114-3716116;;Реснички 2115 задние;;309;кт;800;3;;;;;2400;960;;;
999;1118-00013;;"Реснички на фары ""ДЕЛЬТА"" 1118  ";;1034;кт;1500;2;;;;;3000;1800;115742;;
1000;2105-00014;;"Реснички на фары ""ДЕЛЬТА"" 2105    ";;703;кт;1500;4;;;;;6000;1800;115738;;
1001;2109-00015;;"Реснички на фары ""ДЕЛЬТА"" 2109       ";;703;кт;1500;4;;;;;6000;1800;115739;;
1002;2110-00016-00;;"Реснички на фары ""ДЕЛЬТА"" 2110 ";;1023;кт;1500;4;;;;;6000;1800;115740;;
1003;2115-00017;;"Реснички на фары ""ДЕЛЬТА"" 2115     ";;1182;кт;1500;6;;;;;9000;1800;;;
1004;2123-00018;;"Реснички на фары ""ДЕЛЬТА"" 2123           ";;1023;кт;1500;3;;;;;4500;1800;115743;;
1005;2170-00019;;"Реснички на фары ""ДЕЛЬТА"" 2170";;1076;кт;1800;6;;;;;10800;2160;117183;;
1006;2190-00020;;"Реснички на фары ""ДЕЛЬТА"" 2190";;918;кт;1800;5;;;;;9000;2160;117227;;
1007;2191-2803057;;Решетка бампера 2191 нижняя;;1761;шт;3000;4;;;;;12000;3600;121752;;
1008;2170-2803057-00;;Решетка бампера 2170 без туманок;;1342;шт;2000;4;;;;;8000;2400;;;
1009;21704-2803057-00;;Решетка бампера 2170 под туманки;;913;шт;1500;3;;;;;4500;1800;116494;;
1010;21704-2803058-00;;Решетка бампера 2170 под туманки защита радиатора нижняя;;1898;шт;3000;2;;;;;6000;3600;116495;;
1011;2192-2803057-00;;Решетка бампера Калина-2 2192;;1774;шт;3000;5;;;;;15000;3600;120353;;
1012;8450000248;;Решетка бампера Ларгус Рено верх;;2391;шт;3500;5;;;;;17500;4200;;;
1013;8450000249;;Решетка бампера Ларгус Рено низ;;2371;шт;3000;4;;;;;12000;3600;;;
1014;2106-8402076/77-Х;;Решетка капота 2106 ХРОМ                                                                            ;;481;кт;600;7;;;;;4200;720;Т3870      ;;
1015;2103-8402077-76;;Решетка капота 2106 черная                                                                          ;;148;кт;200;4;;;;;800;240;920;;
1016;2123-8401015;;Решетка облицовки радиатора 2123 г.Сызрань;;761;шт;1000;2;;;;;2000;1200;;;
1017;1118-8401014;;Решетка радиатора 1118 Оригинал;;768;шт;1200;2;;;;;2400;1440;;;
1018;21011-8401014;;Решетка радиатора 2101, 2102, 21011 черная;;419;шт;600;3;;;;;1800;720;;;
1019;2105-8401014;;Решетка радиатора 2105                                                                              ;;420;шт;600;5;;;;;3000;720;1028;;
1020;2105-8401014сетка хром;;"Решетка радиатора 2105 ""Сетка"" ХРОМ";;1379;шт;2000;5;;;;;10000;2400;Т3889      ;;
1021;2105-8401014сетка  ;;"Решетка радиатора 2105 ""Сетка"" черн";;1030;шт;1500;4;;;;;6000;1800;Т3878      ;;
1022;2105-8401014хром;;Решетка радиатора 2105 ХРОМ;;735;шт;1000;5;;;;;5000;1200;69143;;
1023;2106-8401014сетка хром;;"Решетка радиатора 2106 ""Сетка"" ХРОМ                                                                 ";;1482;шт;1800;5;;;;;9000;2160;;;
1024;2106-8401014сетка черн;;"Решетка радиатора 2106 ""Сетка"" черн. ";;973;шт;1500;5;;;;;7500;1800;Т3883      ;;
1025;2106-8401013;;Решетка радиатора 2106 пластм.;;336;шт;800;15;;;;;12000;960;1111;;
1026;2106-8401014хром;;Решетка радиатора 2106 ХРОМ;;999;шт;1400;4;;;;;5600;1680;1112;;
1027;2107-8401014сетка хром;;"Решетка радиатора 2107 ""Сетка"" ХРОМ                     ";;1152;шт;2500;6;;;;;15000;3000;;;
1028;2107-8401014сетка черн;;"Решетка радиатора 2107 ""Сетка"" черн.                                                                ";;1345;шт;2000;4;;;;;8000;2400;;;
1029;2107-8401014хром;;решетка радиатора 2107 Хром завод;;1300;шт;1700;27;;;;;45900;2040;;;
1030;2107-8401014;;Решетка радиатора 2107 черная                                                                       ;;596;шт;1000;11;;;;;11000;1200;;;
1031;21093-8401016-4;;Решетка радиатора 2108 зубатка                                                                      ;;481;шт;600;2;;;;;1200;720;;;
1032;21093-8401016-3;;Решетка радиатора 2108 Хром. зубатка                                                                ;;1802;шт;2000;3;;;;;6000;2400;;;
1033;21093-8401016-5;;Решетка радиатора 2108 черная                                                                       ;;227;шт;500;7;;;;;3500;600;1742;;
1034;21093-8401016-1;;Решетка радиатора 2108 Хром  ;;882;шт;1200;2;;;;;2400;1440;;;
1035;21093-8401016-2;;"Решетка радиатора 2109 ""Сетка"" Завод                                                                ";;874;шт;1200;5;;;;;6000;1440;67955;;
1036;21093-8401016;;"Решетка радиатора 2109 ""Сетка"" ХРОМ станд. ";;1890;шт;2300;6;;;;;13800;2760;Т3886      ;;
1037;21093-8401016-02;;"Решетка радиатора 2109 ""Сетка"" черн. зубатка                                    ";;1080;шт;1500;5;;;;;7500;1800;Т3885      ;;
1038;2110-8401014-с;;"Решетка радиатора 2110 ""Сетка""                                                                      ";;1172;шт;1500;3;;;;;4500;1800;7471;;
1039;2110-8401014-00;;Решетка радиатора 2110 Оригинал                                                                     ;;730;шт;1200;5;;;;;6000;1440;118014;;
1040;2114-8401014;;"Решетка радиатора 2114-2115 ""Сетка""                                                                 ";;1083;шт;1500;0;;;;;0;1800;;;
1041;2114-8401032-00;;Решетка радиатора 2114-2115 отдельно внутр;;287;шт;500;5;;;;;2500;600;;;
1042;2114-8401014-02;;Решетка радиатора 2114-2115 отдельно наружн;;447;шт;1000;4;;;;;4000;1200;;;
1043;2121-8401014-50;;решетка радиатора 21213 завод;200;1128;шт;1500;8;;;;;12000;1800;у4982      ;;
1044;2123-8401014-02;;Решетка радиатора 2123 г.Сызрань                                                           ;;1877;шт;3000;0;;;;;0;3600;114728;;
1045;2170-2803056;;Решетка радиатора 2170;;965;шт;2000;3;;;;;6000;2400;;;
1046;21704-2803056;;Решетка радиатора 21704 н/об;;1939;шт;2500;4;;;;;10000;3000;;;
1047;21704-2803056-10;;Решетка радиатора 21704 н/об 2013 год улий-соты;;1776;шт;3000;5;;;;;15000;3600;116496;;
1048;21704-2803056-00;;Решетка радиатора 21704 Хром широкий;;9828;шт;12000;0;;;;;0;14400;;;
1049;2190-2803056-00;;Решетка радиатора 2190;;1518;шт;2500;6;;;;;15000;3000;;;
1050;2192-2803056-00;;Решетка радиатора Калина-2 2192;;1996;шт;3000;5;;;;;15000;3600;120358;;
1051;2108-6814234-КОМП;;Ромашка сидения в сб. (метал. вставка) 2шт                                ;;109;кт;300;18;;;;;5400;360;3428;;
1052;1118-6814232;;Ромашка сидения в сб. (метал. вставка) 1118, 2190;;96;шт;300;16;;;;;4800;360;120994;;
1053;2108-6814234;;Ромашка сидения Оригинал                                                                            ;;38;шт;100;4;;;;;400;120;1580;;
1054;2101-3402015;;Руль 2101 Вираж Гранд Спорт;;3192;шт;4500;5;;;;;22500;5400;118033;;
1055;2101-3402015вгэ;;Руль 2101 Вираж Гранд Экстра;;2654;шт;4000;5;;;;;20000;4800;118275;;
1056;2101-3402015-л;;руль 2101 Вираж Люкс;;2674;шт;4500;6;;;;;27000;5400;;;
1057;2101-3402015-м;;руль 2101 Вираж М;;2879;шт;4000;0;;;;;0;4800;;;
1058;2101-3402015-с;;Руль 2101 Вираж Спринт;;2765;шт;4500;2;;;;;9000;5400;118751;;
1059;2108-3402015;;руль 2108 Вираж Гранд Экстра; ;2803;шт;4000;3;;;;;12000;4800;118039;;
1060;2108-3402012;;руль 2108 Спринт Люкс;;3414;шт;4500;0;;;;;0;5400;;;
1061;2110-3402010;;руль 2110 ;;3982;шт;5200;0;;;;;0;6240;1810;;
1062;2110-3402012;;руль 2110 Вираж Люкс;;3002;шт;4500;4;;;;;18000;5400;112032;;
1063;2110-3402012-м;;Руль 2110 Вираж М;;2749;шт;4000;4;;;;;16000;4800;118044;;
1064;21213-3402010;;руль 213;;3569;шт;4700;5;;;;;23500;5640;;;
1065;2105-6105151;;Ручка двери 2104, 2105, 2107 левая Грант Риал;;393;шт;700;12;;;;;8400;840;118598;;
1066;2105-6105150;;Ручка двери 2104, 2105, 2107 правая Гранд Риал;;393;шт;700;12;;;;;8400;840;118599;;
1067;2105-6105151хр;;Ручка двери 2104, 2105, 2107 левая хром Гранд Риал;;580;шт;700;10;;;;;7000;840;119923;;
1068;2105-6105150хр;;Ручка двери 2104, 2105, 2107 правая хром Гранд Риал;;580;шт;700;10;;;;;7000;840;119925;;
1069;21213-6305150;;Ручка двери 21213 задка ДААЗ;;633;шт;900;9;;;;;8100;1080;113039;;
1070;2172-6105151-00;;Ручка двери 2172 наружная лев ДААЗ;;3286;шт;4700;3;;;;;14100;5640;117065;;
1071;2172-6105150-00;;Ручка двери 2172 наружная пр ДААЗ;;3286;шт;4700;5;;;;;23500;5640;117067;;
1072;6001549493;;Ручка двери Ларгус Логем наружная лев;;2160;шт;3000;3;;;;;9000;3600;600028;;
1073;6001549492;;Ручка двери Ларгус Логем наружная пр Francecar;;898;шт;2000;5;;;;;10000;2400;;;
1074;2108-6814280;;Ручка откид. пер. сид. 2108 2113 2121 пластик                                                       ;;23;шт;100;9;;;;;900;120;;;
1075;2105-8406132-00;;Ручка открывания капота 2105 АвтоВаз (салон);;338;шт;500;4;;;;;2000;600;115444;;
1076;2108-8406132-00;;Ручка открывания капота 2108 АвтоВаз (салон);;29;шт;300;4;;;;;1200;360;115805;;
1077;2110-8406134-00;;Ручка открывания капота 2110 АвтоВаз (салон);;39;шт;500;5;;;;;2500;600;;;
1078;21213-8406132-00;;Ручка открывания капота 21213 АвтоВаз (салон);;185;шт;500;3;;;;;1500;600;115445;;
1079;8200274233;;Ручка открывания капота Ларгус (салон);;440;шт;1000;2;;;;;2000;1200;600139;;
1080;2109-6205137-51;;Ручка задняя 2109 Рекардо лев;;517;шт;800;7;;;;;5600;960;114256;;
1081;2109-6205136;;Ручка задняя 2109 Рекардо пр;;517;шт;800;7;;;;;5600;960;114314;;
1082;2109-6105177;;Ручка передняя 2109 Рекардо лев;;410;шт;800;9;;;;;7200;960;114315;;
1083;2109-6105176;;Ручка передняя 2109 Рекардо пр;;410;шт;800;8;;;;;6400;960;114316;;
1084;2101-6205151-01;;Ручка задняя 2101 лев в уп. Рекардо;;703;шт;900;4;;;;;3600;1080;Т8176      ;;
1085;2101-6205150-01;;Ручка задняя 2101 пр в уп. Рекардо;;665;шт;900;6;;;;;5400;1080;Т8177      ;;
1086;2101-6105177;;Ручка передняя 2101 ЛЕВАЯ в уп. РЕКАРДО;;665;шт;900;6;;;;;5400;1080;114088;;
1087;2101-6105176;;Ручка передняя 2101 ПРАВАЯ в уп. РЕКАРДО;;624;шт;900;8;;;;;7200;1080;114089;;
1088;21213-610040;;Ручки передние в сборе 21213                                                                        ;;3554;кт;4000;0;;;;;0;4800;3644;;
1089;21214-6616087-00;;Ручка подлокотника 21214 левая;;228;шт;400;3;;;;;1200;480;120013;;
1090;21214-6616086-00;;Ручка подлокотника 21214 правая;;228;шт;400;3;;;;;1200;480;120012;;
1091;2101-6205136;;Ручки в сборе 2106 Рекардо;;1700;кт;2400;0;;;;;0;2880;908;;
1092;2109-6105176-001;;Ручки в сборе 2109 Рекардо;;2251;кт;3200;2;;;;;6400;3840;114085;;
1093;21099-6105176;;Ручки в сборе 21099 Рекардо;;2139;кт;3200;1;;;;;3200;3840;114084;;
1094;2108-15кит;;Ручки в сборе 2109 Китай без багажника л+пр;;1000;кт;1200;58;;;;;69600;1440;;;
1095;ЕВРО-2107;;Ручки в сборе 2107 ЕВРО Китай;;1600;кт;2000;16;;;;;32000;2400;68377;;
1096;ЕВРО-2109;;Ручки в сборе 2109 ЕВРО Бадин;900;5800;кт;7000;24;;;;;168000;8400;;;
1097;2108-15евро кит;;Ручки в сборе 2109 ЕВРО Китай;;1600;кт;2000;20;;;;;40000;2400;;;
1098;ЕВРО-21213;;Ручки в сборе 21213 ЕВРО;450;2900;кт;3500;0;;;;;0;4200;;;
1099;2170-6105176-ЕВРО;;Ручки в сборе 2170 ЕВРО;;5598;кт;7500;2;;;;;15000;9000;;;
1100;2105-6104064;;Ручка стеклоподъемника 2105 метал;;155;шт;250;26;;;;;6500;300;ц1306      ;;
1101;2108-6104064 метал;;Ручка стеклоподъемника 2108 метал;;175;шт;250;30;;;;;7500;300;х6358      ;;
1102;КПП00124;;Ручка КПП Азарт винил красная 2170;;777;шт;1200;4;;;;;4800;1440;ц1061;;
1103;КПП00125;;Ручка КПП Азарт рамка винил серый 2170;;777;шт;1200;4;;;;;4800;1440;ц1063;;
1104;КПП00126;;Ручка КПП Азарт винил синий 2170;;777;шт;1200;4;;;;;4800;1440;ц1064;;
1105;КПП00127;;Ручка КПП Азарт винил черный 2170;;777;шт;1200;4;;;;;4800;1440;ц1065;;
1106;КПП00038;;Ручка КПП Азарт винил красный 2101-2107;;438;шт;1000;3;;;;;3000;1200;ц0980;;
1107;КПП00041;;Ручка КПП Азарт винил серебро 2101-2107;;450;шт;1000;4;;;;;4000;1200;ц0982;;
1108;КПП00040;;Ручка КПП Азарт винил синий 2101-2107;;438;шт;1000;3;;;;;3000;1200;ц0985;;
1109;КПП00042;;Ручка КПП Азарт винил черный 2101-2107;;528;шт;1000;4;;;;;4000;1200;ц0988;;
1110;КПП00085;;Ручка КПП Азарт кожа черный 2101-2107;;564;шт;1000;4;;;;;4000;1200;4342;;
1111;КПП00047;;Ручка КПП Азарт винил красный 2108-21099;;506;шт;1200;4;;;;;4800;1440;ц0997;;
1112;КПП00050;;Ручка КПП Азарт винил серебро 2108-21099;;506;шт;1200;4;;;;;4800;1440;ц0998;;
1113;КПП00048;;Ручка КПП Азарт винил серый 2108-21099;;506;шт;1200;4;;;;;4800;1440;ц1018;;
1114;КПП00049;;Ручка КПП Азарт винил синий 2108-21099;;506;шт;1200;3;;;;;3600;1440;ц1019;;
1115;КПП00051;;Ручка КПП Азарт винил черный 2108-21099;;558;шт;1200;4;;;;;4800;1440;ц1020;;
1116;КПП00094;;Ручка КПП Азарт кожа черный 2108-21099;;717;шт;1200;4;;;;;4800;1440;1665;;
1117;КПП00022;;Ручка КПП Азарт рамка винил красный 2110-2112;;521;шт;1200;4;;;;;4800;1440;ц0962;;
1118;КПП00026;;Ручка КПП Азарт винил черный 2110-2112;;555;шт;1200;4;;;;;4800;1440;ц0966;;
1119;КПП00030;;Ручка КПП Азарт винил красный 2113-2115;;597;шт;1200;4;;;;;4800;1440;ц0971;;
1120;КПП00033;;Ручка КПП Азарт винил серебро 2113-2115;;521;шт;1200;4;;;;;4800;1440;ц0972;;
1121;КПП00031;;Ручка КПП Азарт винил серый 2113-2115;;597;шт;1200;4;;;;;4800;1440;ц0973;;
1122;КПП00034;;Ручка КПП Азарт винил черный 2113-2115;;659;шт;1200;3;;;;;3600;1440;ц0975;;
1123;КПП00076;;Ручка КПП Азарт кожа черный 2113-2115;;886;шт;1200;2;;;;;2400;1440;5689;;
1124;КПП00161;;Ручка КПП Азарт винил красный Калина;;1016;шт;1500;3;;;;;4500;1800;ц1028;;
1125;КПП00163;;Ручка КПП Азарт винил серый Калина;;924;шт;1500;3;;;;;4500;1800;ц1031;;
1126;КПП00165;;Ручка КПП Азарт винил черный Калина;;1016;шт;1500;3;;;;;4500;1800;ц1034;;
1127;РЧН00008;;Ручка ручника Азарт кожа черный 2101-2107, 2110-2112;;328;шт;600;4;;;;;2400;720;х3032;;
1128;РЧН00004;;Ручка ручника Азарт кожа красный 2101-2107, 2110-2112;;268;шт;600;4;;;;;2400;720;х3017;;
1129;РЧН00007;;Ручка ручника Азарт кожа серебро 2101-2107, 2110-2112;;260;шт;600;4;;;;;2400;720;х3018;;
1130;РЧН00012;;Ручка ручника Азарт кожа красная 2108-21099, 2115;;268;шт;600;4;;;;;2400;720;ц1070;;
1131;РЧН00015;;Ручка ручника Азарт серебро 2108-21099, 2115;;268;шт;600;4;;;;;2400;720;ц1071;;
1132;РЧН00013;;Ручка ручника Азарт серый 2108-21099, 2115;;273;шт;600;4;;;;;2400;720;ц1072;;
1133;РЧН00016;;Ручка ручника Азарт кожа черный 2108-21099, 2115;;297;шт;600;4;;;;;2400;720;ц1075;;
1134;;;С;;;;;0;;;;;0;0;;;
1135;21213-6810;;Сидения пер 21213;;28800;кт;40000;1;;;;;40000;48000;;;
1136;АКС-545;;Сосок для бескамерки;;25;шт;50;20;;;;;1000;60;3106;;
1137;1118;;Спойлер заднего стекла 1118 Дельта Седан;;1406;шт;2000;2;;;;;4000;2400;115749;;
1138;2101-07;;Спойлер заднего стекла 2101-2107 Дельта ;;1363;шт;1800;5;;;;;9000;2160;115744;;
1139;АКС-1125;;Спойлер заднего стекла 2109 Дельта                                                                  ;;1378;шт;2000;1;;;;;2000;2400;183;;
1140;21099-2115;;Спойлер заднего стекла 21099-2115 Дельта;;1308;шт;2000;5;;;;;10000;2400;115745;;
1141;2110-00022;;Спойлер заднего стекла 2110 Дельта                                                                  ;;1463;шт;2000;0;;;;;0;2400;115746;;
1142;АКС-1127;;Спойлер заднего стекла 2121 Дельта                                                                  ;;1390;шт;2000;4;;;;;8000;2400;67676;;
1143;SZS-00010;;Спойлер заднего стекла 2123 Дельта;;2386;шт;3200;0;;;;;0;3840;115929;;
1144;2170-00023;;Спойлер заднего стекла 2170 Дельта ;;1551;шт;2000;6;;;;;12000;2400;115748;;
1145;2121метал;;Спойлер на дверь задка 213 метал;190;;шт;1300;8;;;;;10400;1560;;;
1146;2115-6301152;;Спойлер на крышку багажника 2115;;3648;шт;5500;2;;;;;11000;6600;8252;;
1147;2114-6301162;;Спойлер на крышку багажника 2114;;4256;шт;5500;3;;;;;16500;6600;С6761;;
1148;2110-6301162;;Спойлер на крышку багажника 21213 с стоп сигналом;;2850;шт;4000;1;;;;;4000;4800;121518;;
1149;2108 дельта;;Спойлер на крышу 2108 Дельта;;2028;шт;1000;3;;;;;3000;1200;115976;;
1150;2110 дельта;;Спойлер на крышу 2110 Дельта;;2463;шт;1000;1;;;;;1000;1200;115978;;
1151;ТЮН-130;;Стабилизатор задн балки Лады ;;3769;шт;4500;2;;;;;9000;5400;8868;;
1152;1118-6203215-05;;Стекло ВАЗ 1118 задней двери опусное левое ;;2007;шт;2700;2;;;;;5400;3240;114228;;
1153;1118-6203214-05;;Стекло ВАЗ 1118 задней двери опусное правое;;2007;шт;2700;2;;;;;5400;3240;114229;;
1154;1118-6103215-05;;Стекло ВАЗ 1118 пер двери опускное левое;;2131;шт;2800;2;;;;;5600;3360;114226;;
1155;1118-6103214-05;;Стекло ВАЗ 1118 пер двери опускное правое;;2131;шт;2800;2;;;;;5600;3360;114227;;
1156;2109-5403053-20;;Стекло ВАЗ 2109 боковина левая;;637;шт;1000;2;;;;;2000;1200;113801;;
1157;2109-5403052-20;;Стекло ВАЗ 2109 боковина правая;;637;шт;1000;2;;;;;2000;1200;113802;;
1158;2109-6203215;;Стекло ВАЗ 2109 задней двери опускное левое;;1445;шт;2000;2;;;;;4000;2400;113799;;
1159;2109-6203214;;Стекло ВАЗ 2109 задней двери опускное правое;;1445;шт;2000;2;;;;;4000;2400;113800;;
1160;2109-6103215;;Стекло ВАЗ 2109 пер двери опускное левое;;1247;шт;2000;2;;;;;4000;2400;113797;;
1161;2109-6103214;;Стекло ВАЗ 2109 пер двери опускное правое ;;1247;шт;2000;2;;;;;4000;2400;113798;;
1162;21099-5403053-20;;Стекло ВАЗ 21099 боковина левая;;761;шт;1000;2;;;;;2000;1200;113804;;
1163;21099-5403052-20;;Стекло ВАЗ 21099 боковина правая;;760;шт;1000;2;;;;;2000;1200;113805;;
1164;2110-5403053;;Стекло ВАЗ 2110 боковина левая;;815;шт;1200;2;;;;;2400;1440;113816;;
1165;2110-5403052;;Стекло ВАЗ 2110 боковина правая;;815;шт;1200;2;;;;;2400;1440;113817;;
1166;2110-6203211-05;;Стекло ВАЗ 2110 задней двери опускное левое ;;1346;шт;2000;2;;;;;4000;2400;113814;;
1167;2110-6203210-05;;Стекло ВАЗ 2110 задней двери опускное правое ;;1346;шт;2000;2;;;;;4000;2400;113815;;
1168;2110-6103211-00;;Стекло ВАЗ 2110 пер двери опускное левое;;1346;шт;2000;2;;;;;4000;2400;113812;;
1169;2110-6103210-00;;Стекло ВАЗ 2110 пер двери опускное правое ;;1346;шт;2000;2;;;;;4000;2400;113813;;
1170;2121-5403052-20;;Стекло ВАЗ 2121 боковина лев/пр;;1205;шт;2000;2;;;;;4000;2400;113792;;
1171;2121-6103214;;Стекло ВАЗ 2121 пер двери опускное ;;1346;шт;2000;2;;;;;4000;2400;113793;;
1172;21213-6103210;;Стекло ВАЗ 21213 пер двери опускное;;1316;шт;2000;4;;;;;8000;2400;115503;;
1173;2170-5403043-05;;Стекло ВАЗ 2170 боковина левая;;902;шт;1500;2;;;;;3000;1800;114219;;
1174;2170-5403042-05;;Стекло ВАЗ 2170 боковина правая;;1062;шт;1500;2;;;;;3000;1800;114220;;
1175;2171-5403043-05;;Стекло ВАЗ 2171 боковина левая;;1976;шт;3500;2;;;;;7000;4200;117429;;
1176;2171-5403042-05;;Стекло ВАЗ 2171 боковина правая;;2519;шт;3500;2;;;;;7000;4200;171430;;
1177;2172-5403043-05;;Стекло ВАЗ 2172 боковина левая;;1501;шт;2000;2;;;;;4000;2400;114222;;
1178;2172-5403042-05;;Стекло ВАЗ 2172 боковина правая;;1501;шт;2000;2;;;;;4000;2400;114221;;
1179;2190-5403043-05;;Стекло ВАЗ 2190 боковина левая;;778;шт;1000;2;;;;;2000;1200;118422;;
1180;2190-5403042-05;;Стекло ВАЗ 2190 боковина правая;;778;шт;1000;2;;;;;2000;1200;118421;;
1181;2194-5403043-05;;Стекло ВАЗ 2194 боковина левая;;2532;шт;3500;2;;;;;7000;4200;121286;;
1182;2194-5403042-05;;Стекло ВАЗ 2194 боковина правая;;2532;шт;3500;2;;;;;7000;4200;121285;;
1183;8200396082;;Стекло ВАЗ Ларгус боковина лев без отверст неподвижная;;2984;шт;4000;2;;;;;8000;4800;600515;;
1184;8200396109;;Стекло ВАЗ Ларгус боковина лев с отверст подвижная;;3322;шт;4500;2;;;;;9000;5400;120258;;
1185;8200396081;;Стекло ВАЗ Ларгус боковина пр без отверст неподвижная;;2743;шт;4000;1;;;;;4000;4800;600513;;
1186;8200396108;;Стекло ВАЗ Ларгус боковина пр с отверст подвижная;;3322;шт;4500;2;;;;;9000;5400;120257;;
1187;8200396118;;Стекло ВАЗ Ларгус задней двери багажника пр;;2145;шт;3500;2;;;;;7000;4200;120259;;
1188;8200396075;;Стекло ВАЗ Ларгус задней двери опускное левое;;7677;шт;11000;2;;;;;22000;13200;600512;;
1189;8200396073;;Стекло ВАЗ Ларгус задней двери опускное правое;;7677;шт;11000;2;;;;;22000;13200;600514;;
1190;8200211928;;Стекло ВАЗ Ларгус пер двери опускное левое;;4641;шт;7500;2;;;;;15000;9000;120455;;
1191;8200211927;;Стекло ВАЗ Ларгус пер двери опускное правое;;3497;шт;7500;2;;;;;15000;9000;120456;;
1192;2170-8201231;;Стекло зеркала 2170 лев н/об с обогревом;;1002;шт;1800;3;;;;;5400;2160;120791;;
1193;2170-8201232;;Стекло зеркала 2170 пр н/об с обогревом;;757;шт;1800;9;;;;;16200;2160;120792;;
1194;1118-8201217;;Стекло зеркала 2190, Калина-2 левое белое;;375;шт;800;8;;;;;6400;960;Т5645      ;;
1195;1118-8201216;;стекло зеркала 2190, Калина-2 правое белое;;315;шт;800;10;;;;;8000;960;Т5646      ;;
1196;1118.229-10/31;;Стекло зеркала 2190, Калина-2 левое с обогревом;;855;шт;1500;10;;;;;15000;1800;121024;;
1197;1118.228-10/30;;Стекло зеркала 2190, Калина-2 правое с обогревом;;779;шт;1500;10;;;;;15000;1800;120724;;
1198;6001549717;;Стекло зеркала Ларгус лев без обогрева;;1698;шт;2300;4;;;;;9200;2760;;;
1199;6001549716;;Стекло зеркала Ларгус пр без обогрева;;1135;шт;2300;7;;;;;16100;2760;;;
1200;6001549717об;;Стекло зеркала Ларгус лев с обогревом Francecar;;1135;шт;2800;8;;;;;22400;3360;600046;;
1201;6001549716об;;Стекло зеркала Ларгус пр с обогревом;;2150;шт;2800;5;;;;;14000;3360;600045;;
1202;2108-0192046;;Стекло поворотника /белое/ 2108                                                                     ;;136;кт;300;8;;;;;2400;360;;;
1203;рассеив-левый;;Стекло поворотника /белое/ 2110 BOSCH левое;;249;шт;400;1;;;;;400;480;Т0950      ;;
1204;рассеив-правый;;Стекло поворотника /белое/ 2110 BOSCH правое;;241;шт;400;2;;;;;800;480;Т0951      ;;
1205;2110-повКиржачЛев;;Стекло поворотника /белое/ 2110 Киржач левое;;234;шт;400;4;;;;;1600;480;у2369      ;;
1206;2110-повКиржачПр;;Стекло поворотника /белое/ 2110 Киржач правое;;234;шт;400;2;;;;;800;480;у2370      ;;
1207;2103-37120;;Стекло подфарника 2103 желт.;;183;кт;300;11;;;;;3300;360;875;;
1208;2105-3711201;;Стекло фары 2105 левое КИРЖАЧ ;;370;шт;800;10;;;;;8000;960;118101;;
1209;2105-3711202;;Стекло фары 2105 правое КИРЖАЧ;;370;шт;800;10;;;;;8000;960;118102;;
1210;2106-3711201-01;;Стекло фары 2106 ближнего света;;100;шт;200;8;;;;;1600;240;1074;;
1211;2106-3711201;;Стекло фары 2106 дальнего света;;111;шт;200;10;;;;;2000;240;1073;;
